5400374766368603|01|2031|917
5400373280757168|12|2025|313
5400371500878731|05|2027|396
5400374626354850|04|2028|340
5400371560883001|02|2028|226
5400373615710270|12|2034|751
5400375124333668|04|2025|148
5400373687510673|03|2031|204
5400370535712345|11|2035|973
5400371127620250|07|2032|125
5400378587423778|10|2027|178
5400376101560224|01|2026|230
5400375653683327|02|2034|951
5400378818878543|07|2035|563
5400374525355446|02|2032|168
5400370170465126|06|2030|407
5400372162567083|09|2025|756
5400371228555520|06|2026|490
5400376522164382|11|2029|612
5400370678610637|08|2031|790
5400375820155662|05|2029|292
5400378484750851|10|2029|682
5400376083361815|02|2029|989
5400374141718712|08|2030|564
5400370008133128|11|2034|748
5400370537445217|05|2034|262
5400371525702064|05|2030|720
5400374806317560|01|2031|619
5400374124133772|06|2032|782
5400372184784286|12|2028|216
5400378536234474|04|2034|199
5400377314237071|10|2031|121
5400370647811233|04|2027|354
5400377275216064|10|2030|645
5400370435711728|07|2032|656
5400370046483386|05|2033|266
5400378034405725|10|2028|717
5400372681527436|03|2031|894
5400371764535431|01|2034|622
5400373757675406|08|2034|519
5400377140015162|12|2025|636
5400370613733585|07|2027|753
5400370528544002|09|2030|393
5400371350525705|12|2031|452
5400375871374865|08|2025|366
5400375082618704|12|2027|815
5400371767225816|02|2026|987
5400371056717200|10|2029|736
5400376750558107|04|2026|545
5400376344622021|12|2028|639
5400373543038877|03|2028|123
5400372061330641|04|2025|631
5400374064654308|09|2028|736
5400370653374522|08|2027|934
5400377101010160|08|2034|226
5400374462365366|07|2026|259
5400371440331213|11|2028|279
5400374474784760|12|2033|399
5400378275360407|05|2029|274
5400376572156148|06|2031|839
5400377754322482|11|2027|959
5400371585500317|04|2026|471
5400372077278776|09|2034|458
5400376254137564|10|2030|900
5400374747475840|10|2026|169
5400375040775265|05|2029|511
5400374020122028|05|2026|456
5400373276468341|09|2027|294
5400371771136488|11|2034|561
5400373038485807|12|2025|942
5400372316270055|11|2029|761
5400376067733211|09|2035|674
5400370084823626|12|2031|450
5400378280818142|01|2025|986
5400370871823128|09|2035|388
5400371466486313|08|2035|349
5400373001672340|12|2025|112
5400378771427031|08|2030|426
5400371852052521|08|2031|946
5400378728222782|03|2031|756
5400374482243460|03|2025|424
5400378431866800|07|2035|281
5400377406006772|07|2027|811
5400371022287742|02|2027|341
5400371610346371|02|2026|220
5400378117625488|06|2030|423
5400377632768583|08|2028|113
5400371014845283|12|2035|312
5400373053321762|06|2030|296
5400374668436284|02|2030|474
5400376065047572|10|2034|350
5400370350543684|08|2035|467
5400374517325415|10|2033|446
5400374672063488|05|2028|876
5400377358733183|01|2026|554
5400376410080781|12|2032|196
5400375242180181|01|2032|333
5400378174570882|01|2031|654
5400375061273265|04|2027|389
5400374354564712|12|2028|811
5400372671524468|11|2031|836
5400371448554758|05|2035|785
5400371285647368|06|2025|229
5400374803243405|08|2035|261
5400377828521085|04|2031|651
5400371811157080|01|2032|743
5400370632517381|12|2032|404
5400378867603172|08|2031|886
5400375141303785|02|2026|948
5400375583108866|02|2033|164
5400378165161022|05|2033|724
5400375215331308|03|2032|402
5400376403356388|04|2030|524
5400373242823744|08|2032|878
5400372808326407|07|2030|396
5400378538848156|05|2034|171
5400370838028373|05|2030|496
5400378521380373|09|2033|693
5400370080484548|02|2027|783
5400371735402885|09|2030|902
5400375082440000|12|2027|326
5400370514874520|08|2026|123
5400376367877825|12|2027|638
5400372803525433|03|2028|571
5400375880025706|06|2031|943
5400375042326851|12|2031|598
5400377213764126|06|2030|218
5400377631302517|08|2025|542
5400370642320180|04|2034|393
5400370150288357|01|2035|857
5400371601430622|01|2026|777
5400371240447524|09|2025|183
5400377333812037|02|2032|935
5400371684588668|08|2032|971
5400374850118872|02|2034|419
5400378166463641|07|2029|472
5400378523676505|07|2027|586
5400370418611226|02|2026|958
5400371420412215|01|2028|976
5400377786321833|01|2029|845
5400373157048337|05|2025|690
5400370688566381|01|2026|168
5400373145301533|08|2026|426
5400371758376586|02|2025|664
5400373603622123|06|2025|354
5400376813463311|11|2025|425
5400372158736007|07|2028|364
5400377602384213|02|2033|675
5400375103347747|05|2027|381
5400371151855327|10|2027|486
5400377030571605|10|2030|709
5400375832184031|02|2030|356
5400371251438834|03|2030|861
5400376603565622|07|2034|437
5400377477704255|12|2032|753
5400372783786344|08|2033|767
5400371061052486|11|2027|534
5400374208340566|07|2033|699
5400376378342587|02|2027|199
5400377801476877|10|2025|987
5400374016770806|01|2026|437
5400371240785212|06|2030|650
5400373667165886|11|2030|997
5400371421223041|10|2027|517
5400371201738713|09|2030|325
5400372578187187|09|2028|641
5400377838848387|04|2028|543
5400373533446254|11|2035|309
5400375244172137|01|2033|564
5400378606321144|04|2034|194
5400373145007171|01|2029|669
5400373466125875|08|2028|871
5400373348475662|06|2029|683
5400373265643060|07|2026|279
5400377350534654|07|2033|665
5400374630833253|10|2034|994
5400374267180275|12|2029|200
5400371413076076|11|2027|277
5400373820378376|07|2025|366
5400378448133137|11|2026|964
5400375741770664|10|2030|681
5400373531744601|10|2032|851
5400376635388514|09|2030|125
5400375720757625|09|2033|494
5400375816662614|04|2034|870
5400373384510042|04|2030|716
5400377540787766|01|2032|480
5400372641025588|06|2033|811
5400378284513640|01|2033|975
5400372072471061|12|2032|412
5400370380024846|07|2031|350
5400376486484453|08|2033|481
5400374361723145|12|2028|900
5400373517603805|05|2027|703
5400378536046522|11|2029|829
5400377083568375|12|2025|776
5400373306617230|08|2028|731
5400372854642228|05|2030|998
5400371200564185|09|2025|554
5400370684203153|05|2034|639
5400378870740862|04|2033|439
5400374674228550|07|2033|992
5400378276856627|11|2032|692
5400374430415210|07|2025|745
5400376266646305|05|2030|844
5400377607365530|11|2031|310
5400372102271242|11|2028|348
5400370438705768|04|2030|345
5400370884323041|04|2030|930
5400373135001721|11|2033|151
5400372812418323|11|2025|283
5400370041275357|07|2026|861
5400371516563707|02|2030|367
5400371050571173|06|2033|435
5400376188673213|07|2025|937
5400375047563458|04|2030|390
5400375536587422|04|2026|791
5400377807840852|01|2029|636
5400370686483225|11|2035|405
5400377453158062|02|2031|423
5400376513210541|08|2025|992
5400373085382618|03|2028|194
5400372552630517|12|2031|113
5400372016516344|01|2035|308
5400373157358660|02|2032|475
5400373576538363|04|2025|391
5400378502063485|11|2034|626
5400372075836757|07|2027|525
5400371723848131|09|2026|584
5400373838787238|08|2031|550
5400373415045687|09|2034|577
5400377405126100|01|2030|404
5400375636238777|12|2029|527
5400378574815226|11|2026|171
5400371616853263|07|2034|356
5400377206240340|05|2035|286
5400371521182311|03|2028|977
5400377234222716|11|2025|119
5400371611445727|12|2033|896
5400377482431860|12|2031|249
5400376503320870|07|2029|798
5400373288388172|03|2030|574
5400378761505150|04|2027|751
5400377207846681|05|2029|839
5400377888225072|06|2025|642
5400374555060080|01|2028|335
5400372118782216|04|2028|624
5400373738727144|11|2034|352
5400374578154530|06|2032|956
5400375345718200|09|2029|885
5400375660337370|07|2031|711
5400371285571717|02|2033|115
5400377200418751|11|2030|942
5400372020236558|08|2028|204
5400378337503150|07|2035|881
5400370062341617|11|2035|672
5400373834838613|03|2027|732
5400377877342375|10|2035|130
5400371800557746|09|2030|234
5400373470672672|01|2029|259
5400373562150785|07|2035|175
5400373185216765|07|2026|651
5400370261316642|05|2028|989
5400377637866275|09|2027|293
5400372571562287|05|2027|725
5400376854431854|08|2030|520
5400373850622313|06|2030|734
5400375763178283|05|2025|790
5400375778738451|10|2026|347
5400373377412362|12|2034|947
5400370405763501|07|2032|309
5400371443816236|12|2030|209
5400370230501373|06|2029|284
5400374648364572|06|2027|872
5400374680553777|06|2030|314
5400373476257023|05|2028|776
5400372767723164|10|2025|393
5400372303213530|03|2033|936
5400378883403060|10|2025|809
